Profile,List,Info,Source,Date,Notes
Andrew Ethan Zeng,My 120” Laser Projector Studio Setup – Capsule 3 Laser,,https://www.youtube.com/watch?v=mcXuSP-hI2o&list=PLGLWzsul0GxoQ0lvgRHE0wwS17peB0f4L&index=17,,
Andrew Ethan Zeng,15 Tech & Desk Accessories You Didn't Know You Wanted,,https://www.youtube.com/watch?v=ra9IjcADyiY&list=PLGLWzsul0GxoQ0lvgRHE0wwS17peB0f4L&index=19,,
Andrew Ethan Zeng,"My Portable 200"" 4K Laser Projector Setup – Worth It?",,https://www.youtube.com/watch?v=c0LRjG_2GSA&list=PLGLWzsul0GxoQ0lvgRHE0wwS17peB0f4L&index=20,,
Andrew Ethan Zeng,How To Light Your Gaming & Desk Setup – Govee AI Sync Box,,https://www.youtube.com/watch?v=ou3YKwxaRVY&list=PLGLWzsul0GxoQ0lvgRHE0wwS17peB0f4L&index=21,,
Andrew Ethan Zeng,The BEST Accessories for YOUR New MacBook!,https://www.andrewethanzeng.com/the-best-accessories-for-your-new-macbook/,https://www.youtube.com/watch?v=TiEBSJRZFmA&list=PLGLWzsul0GxoQ0lvgRHE0wwS17peB0f4L&index=22,,
Andrew Ethan Zeng,My Tech Everyday Carry 2023 – Minimalist Essentials,,https://www.youtube.com/watch?v=b-Jjzw64XZQ&list=PLGLWzsul0GxqNX30QS-UHWN4mMRBKs1vW&index=2,,
Andrew Ethan Zeng,My Home Office Essentials (After 3 Years Working from Home) + Desk Tour,,https://www.youtube.com/watch?v=spO6gn4e1Q0&list=PLGLWzsul0GxqNX30QS-UHWN4mMRBKs1vW&index=5,,
Andrew Ethan Zeng,Frequent Flyers Premium Tech & Travel Kit (after 300+ flights),https://www.andrewethanzeng.com/frequent-flyers-premium-tech-travel-kit-after-300-flights/,https://www.youtube.com/watch?v=7KevZul1_oA&list=PLGLWzsul0GxqnMfpXnmf9GSye5TtBORFC,,
Andrew Ethan Zeng,14 Premium Tech Gadgets You’ve Never Heard Of!,,https://www.youtube.com/watch?v=sphFnEUXrHI&list=PLGLWzsul0GxrQlnxM9ATVfScvlRVUSDEu&index=2,,
Andrew Ethan Zeng,14 MIND-BLOWING GADGETS YOU PROBABLY HAVEN’T HEARD OF,,https://www.andrewethanzeng.com/14-mind-blowing-tech-gadgets-youve-never-heard-of/,,
Minimal Desk Setups,Minimal Desk Setup Tour 2023 | Complete Modern Workspace Guide,,https://www.youtube.com/watch?v=HVVlfElt8Uw&list=PLDzx141uw39fY-J0Ng2TmYc-m6aVdg026&index=3,,
Brandon Woelfel,Gear & Products I use for my Photos! ,,https://www.brandonwoelfel.com/gear-i-use,,
Brandon Woelfel,Amazon Lists,,https://www.amazon.com/shop/brandonwoelfel?ref_=cm_sw_r_apin_aipsfshop_aipsfbrandonwoelfel_N708Z594T05SEW5RPZPX,,
Jessica Kobeissi,Presets,,http://www.jessicakobeissi.com/actions-presets/,,
Jessica Kobeissi,MUST-HAVE PHOTOGRAPHY GEAR FOR BEGINNERS,,https://www.youtube.com/watch?v=wCq4LnHxE5o,,
Jamie Oliver,,,https://www.smartblend.co.uk/blog/what-cookware-does-jamie-oliver-use-at-home,,
Alex Honnold,2019 GQ 10 Things Alex Honnold Cant Live Without,,https://www.youtube.com/watch?v=QIV9sgcdqRM,,
GQ,More Best Stuff Recommendations from GQ,,,,
GQ 10 Things I Can't Live Without,,,https://www.youtube.com/watch?v=g9IZg_ZEAhw&list=PLq2bex1rbR6EGnR50TdhtO7wFrWEhaGEA,,
Annie Leibowitz,,,https://thesweetcamera.com/annie-leibovitz-camera-gear/,,
Chris Burkhard,,,https://www.chrisburkard.com/About/FAQ,,
Chase Jarvis,,,https://www.chasejarvis.com/gear/,,
Joe McNally,,,https://joemcnally.com/whats-in-the-bag/,,
Adam Ondra,,,https://www.adamondra.com/mammut/,,
Marie Kondo,,,,,
Brandon Woelfell,,,https://www.brandonwoelfel.com/gear-i-use,,
Marki Piler,"Markiplier’s Gaming Setup, Gear & Camera for YouTube 2020",,https://manofmany.com/tech/markipliers-gaming-setup-gear-camera-youtube,,
Marki Piler,"Markiplier’s Gaming Setup: PC, Camera, Mic in 2023",,https://soundgearlab.com/markipliers-gaming-setup/,,
Pack Hacker,Hostel Packing List,,https://packhacker.com/packing-list/hostel-essentials-packing-list/,,
Pack Hacker,Vacation Packing List,,https://packhacker.com/packing-list/vacation-packing-list/,,
Pack Hacker,Road Trip Packing List,,https://packhacker.com/packing-list/road-trip-essentials/,,
Pack Hacker,Budget Packing List,,https://packhacker.com/packing-list/budget/,,
Pack Hacker,Earth Friendly Sustainable Packing List,,https://packhacker.com/packing-list/earth-friendly-sustainable-packing-list/,,
Pack Hacker,Digital Nomad Packing List,,https://packhacker.com/packing-list/digital-nomad/,,
Pack Hacker,The Best Solid Toiletries For Travel,,https://packhacker.com/blog/general/the-best-solid-toiletries-for-travel/,,
Pack Hacker,Best Travel Umbrella for Rainy Destinations,,https://packhacker.com/blog/general/best-travel-umbrella/,,
Pack Hacker,Awesome Travel Products Video Series,,https://packhacker.com/blog/general/atp-video-series/,,
Pack Hacker,Best Luggage Scale To Help Avoid Baggage Fees,,https://packhacker.com/blog/general/best-luggage-scale/,,
Pack Hacker,14 Best Waterproof Backpacks For Weather Protection,,https://packhacker.com/blog/general/best-waterproof-backpack/,,
Pack Hacker,Best Travel Toothbrush For Your Next Trip,,https://packhacker.com/blog/general/travel-toothbrush/,,
Pack Hacker,Best Small Cooler for Travel and Everyday,,https://packhacker.com/blog/general/best-small-cooler/,,
Pack Hacker,Best Laptop Sleeve and Laptop Case for Device Protection,,https://packhacker.com/blog/general/best-laptop-sleeve/,,
Pack Hacker,15 Best Luggage Tags for Airline Travel,,https://packhacker.com/blog/general/best-luggage-tags/,,
Pack Hacker,Best Travel Neck Pillow for Long Flights,,https://packhacker.com/blog/general/best-travel-neck-pillow/,,
Pack Hacker,Best Travel Adapter for International Travel,,https://packhacker.com/blog/general/best-travel-adapter/,,
Pack Hacker,11 Best Travel Size Bottles for Your Next Trip,,https://packhacker.com/blog/general/travel-size-bottles/,,
Pack Hacker,16 Best Sunglasses for Daily Wear and Travel,,https://packhacker.com/blog/general/best-sunglasses/,,
Pack Hacker,Best Minimalist Wallet for Everyday Carry,,https://packhacker.com/blog/general/best-minimalist-wallets/,,
Pack Hacker,11 Travel Mugs to Take on The Road | Best Travel Mug,,https://packhacker.com/blog/general/best-travel-mug/,,
Pack Hacker,15 Travel Totes for Any Trip | Best Travel Tote Bag,,https://packhacker.com/blog/general/best-travel-tote/,,
Pack Hacker,Best Toiletry Bag for Any Trip | Dopp Kit for Travel,,https://packhacker.com/blog/general/best-toiletry-bag/,,
Pack Hacker,"Best Rain Jacket from Patagonia, Marmot, & More",,https://packhacker.com/blog/general/best-rain-jacket/,,
Pack Hacker,Best Tech Pouch for Everyday Carry and Tech Gear,,https://packhacker.com/blog/general/best-tech-pouch/,,
Pack Hacker,14 Travel Wallets for Your Next Trip | Best Travel Wallet,,https://packhacker.com/blog/general/best-travel-wallet/,,
Pack Hacker,Camera Gear To Get This Holiday Season | Gifts for Photographers,,https://packhacker.com/blog/general/gifts-for-photographers/,,
Pack Hacker,Travel Gear to Check Out: Cyber Week at REI,,https://packhacker.com/blog/general/cyber-week-rei-2022/,,
Pack Hacker,Holiday Deals at Huckberry: Black Friday and Cyber Monday,,https://packhacker.com/blog/general/huckberry-black-friday-2022/,,
Pack Hacker,14 Road Trip Gifts Every Road Tripper Needs,,https://packhacker.com/blog/general/road-trip-gift-ideas/,,
Pack Hacker,​​12 Travel Products To Buy Before Your Winter Getaway,,https://packhacker.com/blog/general/winter-getaway-gear/,,
Pack Hacker,14 Travel Gifts to Kickstart Your Early Holiday Shopping,,https://packhacker.com/blog/general/early-holiday-shopping-gifts/,,
Pack Hacker,17 Gifts Ideas for The Cabin Trip Lover In Your Life,,https://packhacker.com/blog/general/cabin-trip-gift-ideas/,,
Pack Hacker,12 Outdoor Essentials for Exploring This Fall,,https://packhacker.com/blog/general/12-outdoor-essentials-for-exploring-this-fall/,,
Pack Hacker,Best Travel Jacket for One Bag Travel,,https://packhacker.com/blog/general/best-travel-jacket/,,
Pack Hacker,Best Sleep Mask for Travel | 9 Eye Masks To Help You Sleep Anywhere,,https://packhacker.com/blog/general/best-sleep-mask/,,
Pack Hacker,24 Best Travel Shoes For Ultimate Comfort and Support,,https://packhacker.com/blog/general/best-travel-shoes/,,
Pack Hacker,13 Best Travel Towels For Any Trip,,https://packhacker.com/blog/general/best-travel-towels/,,
Pack Hacker,18 Best Mini Backpacks For Your Essentials,,https://packhacker.com/blog/general/best-mini-backpack/,,
Pack Hacker,15 Best Travel Water Bottles For Every Trip,,https://packhacker.com/blog/general/15-best-travel-water-bottles-for-every-trip/,,
Pack Hacker,7 Best Travel Tech Gadgets For Any Trip,,https://packhacker.com/blog/general/best-travel-tech-gadgets/,,
Pack Hacker,10 Travel Essentials for Summer Vacation,,https://packhacker.com/blog/general/travel-essentials-for-summer-vacation/,,
Pack Hacker,11 Last-Minute Gift Ideas,,https://packhacker.com/blog/general/11-last-minute-gift-ideas/,,
Pack Hacker,14 Travel Gifts for Urban Adventures | From City to Trail,,https://packhacker.com/blog/general/14-travel-gifts-for-urban-adventures/,,
Pack Hacker,15 Unique Gift Ideas for Every Type of Traveler,,https://packhacker.com/blog/general/gifts-for-every-type-of-traveler/,,
Pack Hacker,The Best Travel Accessories for Your Next Trip,,https://packhacker.com/blog/general/best-travel-accessories/,,
Pack Hacker,Gear to check out: Cyber Monday at Huckberry,,https://packhacker.com/blog/general/huckberry-cyber-monday-2020/,,
Pack Hacker,14 Picks: Huckberry’s Undercover Sale,,https://packhacker.com/blog/general/huckberry-undercover-sale-2020/,,
Pack Hacker,Sustainable Gift Guide | 18 Gift Ideas for your Favorite Eco-Champion,,https://packhacker.com/blog/general/sustainable-gift-guide/,,
Pack Hacker,Wanderlust at Home | 13 Gift Ideas for the Traveler in Your Life,,https://packhacker.com/blog/general/wanderlust-at-home-gift-ideas/,,
Pack Hacker,15 Gift Ideas for Any Kind of Road Tripper,,https://packhacker.com/blog/general/road-trip-gifts/,,
Pack Hacker,Not Your Typical Fall | 12 Essentials for the Season,,https://packhacker.com/blog/general/huckberry-fall-essentials/,,
Pack Hacker,15 Father’s Day Gift Ideas,,https://packhacker.com/blog/general/fathers-day-gift-ideas/,,
Pack Hacker,Coronavirus Travel Accessories,,https://packhacker.com/blog/general/coronavirus-travel-accessories/,,
Pack Hacker,REI Fall Picks,,https://packhacker.com/blog/general/rei-fall-picks/,,
Pack Hacker,Gear for Working Remotely,,https://packhacker.com/blog/general/gear-for-working-remotely/,,
Pack Hacker,Packable Travel Jackets For Cold Weather,,https://packhacker.com/blog/general/packable-travel-jackets-for-cold-weather/,,
Pack Hacker,Fjallraven Favorites,,https://packhacker.com/blog/general/fjallraven-favorites/,,
Pack Hacker,Tiny Travel Accessories,,https://packhacker.com/blog/general/tiny-travel-accessories/,,
Pack Hacker,Awesome Travel Products,,https://packhacker.com/blog/general/awesome-travel-products/,,
Pack Hacker,The Urban Explorer Gift Guide,,https://packhacker.com/blog/general/the-urban-explorer-gift-guide/,,
Pack Hacker,The Eco-Groovy Gift Guide,,https://packhacker.com/blog/general/the-eco-groovy-gift-guide/,,
Pack Hacker,The Adventure Essentials Gift Guide,,https://packhacker.com/blog/general/the-adventure-essentials-gift-guide/,,
Yoga by Adriene,What Yoga Instructor Adriene Mishler Can’t Live Without,,https://nymag.com/strategist/article/adriene-mishler-favorite-things.html,,
Yoga by Adriene,Yoga Expert Adriene Mishler's Favorite Things,,https://www.marthastewart.com/7985375/adriene-mishler-favorite-things,,
Breathe and Flow,Suggested Books,,https://kit.co/breatheandflow/suggested-books,,
Breathe and Flow,Nutrition & Food,,https://kit.co/breatheandflow/nutrition-food,,
Breathe and Flow,Yoga Life,,https://kit.co/breatheandflow/yoga-life,,
Breathe and Flow,Travel Life,,https://kit.co/breatheandflow/travel-life,,
Breathe and Flow,Content Creator Life,,https://kit.co/breatheandflow/content-creator-life,,
Breathe and Flow,Online Content Creator Starter Kit,,https://kit.co/breatheandflow/online-content-creator-starter-kit,,
Breathe and Flow,Pregnancy and Baby,,https://kit.co/breatheandflow/pregnancy-and-baby,,
Breathe and Flow,Brazilian Jiu-Jitsu Life,,https://kit.co/breatheandflow/brazilian-jiu-jitsu-life,,
Breathe and Flow,Health & Wellness Products,,https://kit.co/breatheandflow/health-wellness-products,,
Breathe and Flow,Clothing & Accessories,,https://kit.co/breatheandflow/clothing-accessories,,
Jessica Richburg,Yoga - SUSTAINABLE & ETHICAL PRODUCTS I LOVE,,https://jessicarichburgyoga.com/yoga-products,,
Jessica Richburg,Health Products,,https://jessicarichburgyoga.com/health,,
Jessica Richburg,How To Choose The Right Yoga Props - Tips and Recommendations,,https://jessicarichburgyoga.com/myblog/the-ultimate-guide-to-yoga-props,,
Thenx,,They have their own products. Couldn't find any other products lists.,https://shop.thenx.com/,,
Kelly Starrett,PRODUCTS WE LOVE,,https://thereadystate.com/affiliates/,,
Kelly Starrett,The TRS Holiday Gift Guide: My Top Picks,,https://thereadystate.com/blogs/the-trs-holiday-gift-guide-my-top-picks/,,
EXCESSORIZE ME.,YouTube Gear 2020,,https://kit.co/excessorizeme/youtube-gear-2020,,
EXCESSORIZE ME.,Blackout Pouch EDC (Everyday Carry) - What's In My Pouch Ep. 1,,https://www.youtube.com/watch?v=NywOfuVbuOg&list=PL_2G6WJmYmIqetWj_JVysCHyZNjB9vy_T,,
EXCESSORIZE ME.,Top 12 Minimalist Wallets Actually Worth Buying in 2023,,https://www.youtube.com/watch?v=5BySAiWdlGU,,
EXCESSORIZE ME.,Work From Home Desk Setup/Studio 2021 - What's On My Desk Ep. 1,,https://www.youtube.com/watch?v=F6w0eQ63vSs&list=PL_2G6WJmYmIpItU5IDTcTgdjLwRUKCZJG,,
EXCESSORIZE ME.,Blackout Desk Setup Accessories - What's On My Desk Ep. 2,,https://www.youtube.com/watch?v=p38htbBeODo&list=PL_2G6WJmYmIpItU5IDTcTgdjLwRUKCZJG&index=2,,
EXCESSORIZE ME.,Top 5 Desk Accessories - What's On My Desk Ep. 3,,https://www.youtube.com/watch?v=U1VOh_3hKEM&list=PL_2G6WJmYmIpItU5IDTcTgdjLwRUKCZJG&index=3,,
EXCESSORIZE ME.,9 Cool Gadgets Actually Worth Buying!,,https://www.youtube.com/watch?v=QndUXqFo1dQ&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk,,
EXCESSORIZE ME.,15 GADGETS I Bought From Japan - EDC/Tech Shopping Haul!,,https://www.youtube.com/watch?v=TnX_SRN9bGU&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=2,,
EXCESSORIZE ME.,Prime Day Deals + EDC (Everyday Carry) Shopping Haul! - What's In My Mail Ep. 11,,https://www.youtube.com/watch?v=LCHAZtIhqaA&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=3,,
EXCESSORIZE ME.,"EDC, Tech, & Fidget Toys Shopping Haul! (Everyday Carry) - What's In My Mail Ep. 10",,https://www.youtube.com/watch?v=TFJA98SkQwI&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=4,,
EXCESSORIZE ME.,Huge Fidget Toys + EDC Shopping Haul! - What's In My Mail Ep. 9,,https://www.youtube.com/watch?v=D6aRnjOS7WE&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=5,,
EXCESSORIZE ME.,EDC Shopping Haul! (Everyday Carry) - What's In My Mail Ep. 8,,https://www.youtube.com/watch?v=FXBuLEkJfHA&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=6,,
EXCESSORIZE ME.,"Fidget Toys, EDC, and Bag Haul! - What's In My Mail Ep. 7",,https://www.youtube.com/watch?v=eSGIo8wtjxc&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=7,,
EXCESSORIZE ME.,Winter EDC 2022 (Everyday Carry) - What’s In My Pockets Ep. 49,,https://www.youtube.com/watch?v=3W7EfMJKRJk,,
EXCESSORIZE ME.,"Shopping Haul - New Fidget Toys, EDC, Bags! - What's In My Mail Ep. 6",,https://www.youtube.com/watch?v=m8kcZwj5Mys&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=9,,
EXCESSORIZE ME.,"New Year, New EDC Gear! - What's In My Mail Ep. 5",,https://www.youtube.com/watch?v=Vw2FDWETUmg&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=10,,
EXCESSORIZE ME.,"HUGE EDC Haul - Fidget Toys, Face Masks, & Sling Bags! - What's In My Mail Ep. 4",,https://www.youtube.com/watch?v=AEvoYCNLN6E&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=11,,
EXCESSORIZE ME.,Apple MagSafe Acessories & MKBHD ICONS Mail Time! - What's In My Mail Ep. 3,,https://www.youtube.com/watch?v=RfB-Z4A7Zlg&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=12,,
EXCESSORIZE ME.,FIRST Mail Time! - What's In My Mail Ep. 1,,https://www.youtube.com/watch?v=THQ52-kkb3E&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=13,,
EXCESSORIZE ME.,"EDC, Retro, & iPhone 12 Accessories Mail Time! - What's In My Mail Ep. 2",,https://www.youtube.com/watch?v=JZ9aGh_cNx4&list=PL_2G6WJmYmIrm24WCWuXCH6N6pJsCy5Gk&index=14,,
EXCESSORIZE ME.,10 TRAVEL Gadgets for Every Traveler! - 2023,,https://www.youtube.com/watch?v=iDBq2Gfw7Ko&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O,,
EXCESSORIZE ME.,6 PRIME DAY Gadget Deals You Can FINALLY Afford!,,https://www.youtube.com/watch?v=F9y9TbWzQfE&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=2,,
EXCESSORIZE ME.,28 Satisfying Gadgets Actually Worth Buying - Compilation #1,,https://www.youtube.com/watch?v=1Y6f_ng0jvs&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=4,,
EXCESSORIZE ME.,5 Gadgets Actually Worth Buying - UNDER $50!,,https://www.youtube.com/watch?v=QXp5Uqr1tdg&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=5,,
EXCESSORIZE ME.,22 Unique Fidget Toys Actually Worth Buying,,https://www.youtube.com/watch?v=yHvi829OCgc&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=6,,
EXCESSORIZE ME.,7 Cases to PROTECT Your Samsung S23,,https://www.youtube.com/watch?v=sgm4u_QlFMc&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=7,,
EXCESSORIZE ME.,EXTREME iPhone 14 Drop Tests! - Top 5 Casetify iPhone 14 Cases,,https://www.youtube.com/watch?v=6TwcYaZJfU0&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=8,,
EXCESSORIZE ME.,BEST 10 Gift Ideas UNDER $100 [Gift Guide] - 2022,,https://www.youtube.com/watch?v=lTZiFe_f-o8&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=9,,
EXCESSORIZE ME.,BEST 9 Gift Ideas UNDER $75 [Gift Guide] - 2022,,https://www.youtube.com/watch?v=URngKQ3k-wk&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=10,,
EXCESSORIZE ME.,BEST 8 Gift Ideas UNDER $50 [Gift Guide] - 2022,,https://www.youtube.com/watch?v=2pZBsk-_O4c&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=11,,
EXCESSORIZE ME.,BEST 10 Gift Ideas UNDER $25 [Gift Guide] - 2022,,https://www.youtube.com/watch?v=71PuNezivEM&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=12,,
EXCESSORIZE ME.,BEST 8 Gift Ideas For $100+ [Gift Guide] - 2022,,https://www.youtube.com/watch?v=UiwdG39fAVk&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=13,,
EXCESSORIZE ME.,7 of the Best AirPods Pro 2 Accessories - 2023,,https://www.youtube.com/watch?v=LAcytLT8mI8&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=14,,
EXCESSORIZE ME.,Black Friday Deals EDC/Tech Under $50! - November 2022,,https://www.youtube.com/watch?v=dhubtWyRKnY&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=15,,
EXCESSORIZE ME.,10 Cases to PROTECT Your iPhone 14 - 2023,,https://www.youtube.com/watch?v=AUazMJaHqQg&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=16,,
EXCESSORIZE ME.,13 of the BEST iPhone 14/14 Pro Accessories - 2023,,https://www.youtube.com/watch?v=pUFhd2g-T_M&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=17,,
EXCESSORIZE ME.,Best iPhone 14/14 Pro Accessories + Unboxing!,,https://www.youtube.com/watch?v=Lv4oRCWM-JQ&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=18,,
EXCESSORIZE ME.,7 Gadgets Actually Worth Buying - UNDER $20!,,https://www.youtube.com/watch?v=kvColhEhHLk,,
EXCESSORIZE ME.,Top 8 Best MacBook Air/Pro Accessories - 2022,,https://www.youtube.com/watch?v=uDnJ2WvlhgE,,
EXCESSORIZE ME.,Best Summer Tech/EDC Accessories - 2022,,https://www.youtube.com/watch?v=1mgk0oi3oS8&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=21,,
EXCESSORIZE ME.,Best iPad Pro/Air/Mini Accessories 3.0 - 2022,,https://www.youtube.com/watch?v=tX18mKiD9vk&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=22,,
EXCESSORIZE ME.,Top 5 - Best EDC/Tech Under $50 - June 2022,,https://www.youtube.com/watch?v=TUJKLqRGXuk&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=23,,
EXCESSORIZE ME.,Best Father's Day Gift Guide (Tech/EDC) - 2023,,https://www.youtube.com/watch?v=FkZAk93Wt-k&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=24,,
EXCESSORIZE ME.,Best Travel Tech/EDC Accessories - 2023,,https://www.youtube.com/watch?v=Jdpx9exnxIg&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=25,,
EXCESSORIZE ME.,[Best EDC Water Bottle] LARQ Filtered Water Bottle - Unboxing/First Impressions!,,https://www.youtube.com/watch?v=gMvb2MvyddQ&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=26,,
EXCESSORIZE ME.,5 Gadgets Actually Worth Buying - UNDER $75!,,https://www.youtube.com/watch?v=SjqgLbznQtE&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=27,,
EXCESSORIZE ME.,Best Samsung S22/S23 Ultra Accessories - 2023,,https://www.youtube.com/watch?v=RwNGMl-6pls&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=28,,
EXCESSORIZE ME.,Best Holiday Tech/EDC Gifts Over $100 - Gift Guide 2022,,https://www.youtube.com/watch?v=97QVLIy_QL4&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=29,,
EXCESSORIZE ME.,Best Holiday Tech/EDC Gifts Over $20 - Gift Guide 2022,,https://www.youtube.com/watch?v=fTjzQll903I&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=30,,
EXCESSORIZE ME.,Best Holiday Tech/EDC Gifts Over $50 - Gift Guide 2022,,https://www.youtube.com/watch?v=d-BdIo8_wpA&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=31,,
EXCESSORIZE ME.,Best iPhone 14/14 Pro Cases - 2023,,https://www.youtube.com/watch?v=W25k6BYoT-U&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=33,,
EXCESSORIZE ME.,Best Travel Tech/Accessories - 2023,,https://www.youtube.com/watch?v=FBWMIu0KRfA&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=34,,
EXCESSORIZE ME.,TOP 8 Spigen Accessories for iPhone 14/14 Pro - 2022,,https://www.youtube.com/watch?v=jHhK56PqoP4&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=35,,
EXCESSORIZE ME.,Best Apple AirTag Cases + Accessories - 2021,,https://www.youtube.com/watch?v=xVDDG0i0bKs&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=37,,
EXCESSORIZE ME.,Best Summer EDC/Tech Accessories - 2022,,https://www.youtube.com/watch?v=AqXDiX1Xq44&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=38,,
EXCESSORIZE ME.,Best MacBook Air/Pro M1 Accessories - Work-From-Home Challenge!,,https://www.youtube.com/watch?v=aPgZKEfZh-E&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=40,,
EXCESSORIZE ME.,Best iPhone 14 MagSafe Accessories - 2023,,https://www.youtube.com/watch?v=_etfFgkKAG8&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=41,,
EXCESSORIZE ME.,Best Samsung S23/S22 Ultra Accessories - 2023,,https://www.youtube.com/watch?v=M1Rn4Ml_Y8U&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=42,,
EXCESSORIZE ME.,Best Car Accessories 2020 - What's In My Car [Jackery Explorer 240],,https://www.youtube.com/watch?v=OleMTJklp00&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=43,,
EXCESSORIZE ME.,Best Gift Ideas for Him! - Holiday Gift Guide - 2023,,https://www.youtube.com/watch?v=t2pH6KQAGxg&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=46,,
EXCESSORIZE ME.,Best iPhone 14/14 Pro Accessories - 2023,,https://www.youtube.com/watch?v=9_sonMTS27k&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=48,,
EXCESSORIZE ME.,Best MacBook Pro Accessories (Work From Home) V2 - 2022,,https://www.youtube.com/watch?v=cYDdsOMsZ6E&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=50,,
EXCESSORIZE ME.,Best Biking Accessories - 2020,,https://www.youtube.com/watch?v=V_YkDB4Q-zI&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=51,,
EXCESSORIZE ME.,Best Home Workout/Gym Accessories - 2020,,https://www.youtube.com/watch?v=QXK4C7Q3Tb4&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=52,,
EXCESSORIZE ME.,Best Father's Day Gifts - 2023,,https://www.youtube.com/watch?v=-eMcAdy2820&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=54,,
EXCESSORIZE ME.,Best MacBook Pro Accessories (Work From Home) - 2022,,https://www.youtube.com/watch?v=dKI6bzsNHnY&list=PL_2G6WJmYmIrkqKAKHmbaxzgxB7Z7Um7O&index=55,,
